"user_id","rating","movie_id"
1171959,2.00,4949
1274584,3.00,13775
922591,4.00,15425
82404,3.00,16605
1112811,4.00,14732
1837212,3.00,15755
1874720,3.00,3617
1254764,4.00,10379
519221,4.00,10596
348082,5.00,12155
50367,3.00,12365
31653,1.00,13293
106504,2.00,483
1126641,4.00,872
2433495,5.00,1865
1760917,5.00,7233
2438246,4.00,7364
2498387,2.00,7523
914599,5.00,8596
342008,5.00,8744
893701,3.00,7635
290716,2.00,8387
144009,3.00,4996
1647020,2.00,10219
1749185,4.00,16128
981936,4.00,15425
2212602,3.00,17216
2021366,4.00,13466
1849403,5.00,12161
577317,3.00,11638
736382,4.00,483
1255348,4.00,2528
269451,4.00,1264
1477176,3.00,3290
2238663,4.00,8437
181417,4.00,3522
1227993,5.00,28
2403039,5.00,14047
75327,4.00,15037
1147876,3.00,11850
1482497,5.00,1256
1862392,4.00,2938
830802,4.00,5991
2460338,1.00,7854
2176777,5.00,7397
2268244,4.00,9681
1189889,4.00,14967
2095854,4.00,13593
1551980,3.00,16128
718603,2.00,17533
13586,3.00,10036
481049,4.00,8782
2596579,5.00,8904
2186944,3.00,10005
1172222,3.00,1578
1767208,3.00,14997
1562876,4.00,16343
1388909,4.00,13763
1949041,4.00,10358
2247242,1.00,14792
136617,1.00,7635
2151511,3.00,16954
69801,3.00,3624
1964514,4.00,2192
1947501,4.00,12034
633867,3.00,9645
1689173,4.00,4345
2592591,3.00,5054
735,4.00,4656
1292096,4.00,13526
794852,4.00,12305
1892170,3.00,16193
1672507,4.00,17324
1369127,2.00,1348
17713,3.00,2675
487923,3.00,6692
618551,5.00,8107
2310390,5.00,8535
1567202,1.00,15749
731863,4.00,15205
1738788,4.00,17627
1747369,4.00,3085
2019911,5.00,840
2379681,3.00,329
1229682,4.00,3966
932168,4.00,8387
903586,5.00,6972
1341871,2.00,14274
712021,5.00,17513
677885,4.00,15471
1998654,4.00,15646
1688329,3.00,16139
2458543,5.00,15952
59742,3.00,14875
1018901,4.00,14663
363908,3.00,4366
103703,3.00,2920
964306,3.00,3312
2481767,5.00,3437
2322580,4.00,3165
813521,5.00,564
1501337,4.00,758
1217751,5.00,1295
854848,4.00,1144
2622241,3.00,12471
1571573,4.00,10424
2295723,4.00,10458
887523,5.00,11612
2604442,2.00,8216
1934420,2.00,9939
2145328,2.00,7627
961971,4.00,14670
456227,3.00,14410
2604509,1.00,5942
2177507,4.00,14203
2276779,2.00,9863
2245335,4.00,10241
2620577,3.00,15205
304882,3.00,15182
2047893,4.00,312
2092745,5.00,302
1119113,4.00,3690
2535393,3.00,7552
1547496,4.00,2942
2012462,4.00,14410
1722187,3.00,17537
77140,1.00,14644
856273,4.00,12570
742091,5.00,6739
